8576627,7572748
7572748,1384011
1384011,7572118
7572748,8572771
8572771,8577781
7572748,8572778
8572778,8585727
8577781,8571277
7572118,8571277
8571277,7547581
7547581,8576571
8576571,7572859
7572859,8572265
7572118,8572265
8572265,7562671
7562671,9686782
8585727,9686782
9686782,8577672
8575717,8577711
8577672,8575627
8577711,8575627
8575627,0098476
1334112,9114413
0098476,9114413
9114413,9495882
9495882,8575761
7562671,8575761
8575761,3452131
4434559,7575626
9587738,5751725
3452131,5751725
5751725,3452132
7575626,4757567
4757567,5577567
9458842,7455643
5577567,7455643
7455643,0595847
3452131,4455453
0595847,4455453
4455453,0495950
3452132,4948339
0495950,4948339
4948339,8478550
8485725,1231131
4934845,1003049
9484724,1003049
1231131,1003049
1003049,0100404
0100404,8576741
8478550,8576741
8576741,0094858
0040490,0059403
0094858,0059403
0059403,0495054
0495054,3949284
3949284,0203020
0030488,3992939
4831494,4485722
9485858,4485722
3992939,4485722
4485722,4948377
0030481,0021030
4948585,1911919
2929944,1911919
0021030,1911919
1911919,9339495
0203020,3329831
9339495,3329831
3329831,8584733
4948377,8485747
8584733,8485747
8485747,0405049
0405049,8373472
8373472,9493949
9485857,5859994
9493949,5859994
5859994,1029384
9594995,1293948
1029384,1293948
1293948,9394857
1293948,9394858
9394857,1384935
3452131,1384935
1384935,8474766
9394858,3847567
3452131,3847567
3847567,8474765
8474765,7474753
8474766,7474753
7572118,4757743
7572748,4757743
4757743,2838288
2838288,2029394
2029394,8474762
8474762,9394948
9394948,1214762
1214762,7374289
