7663728,8888888
4582412,6839583
4089571,6839583
8888888,6839583
6839583,9999999
9999999,9582956
4444444,9582956
9582956,2222222
8888888,8492847
8888888,8492847
8492847,3333333
3333333,5832058
5832058,4444444
2222222,8374590
8374590,5828294
7894942,8374625
5828294,8374625
8374625,4890284
3040493,0938572
1111111,0983243
0938572,0983243
0983243,0912367
4890284,3984721
3984721,0293655
0912367,9483240
0293655,9483240
9483240,0009481
6466214,7563628
0009481,7563628
7563628,7472641
7471778,7572728
7472641,7572728
7572728,1029911
8842811,7566277
1029911,7566277
7566277,7472666
3838111,3841414
7472666,3841414
3841414,1231131
1231131,1383414
