8494551,8882098
8494551,0909127
2424922,8492932
8882098,8492932
8492932,7777621
6644853,5829110
7777621,5829110
5829110,1212129
4307451,2500423
1212129,2500423
2500423,0000112
4858592,8321038
0999900,8321038
0909127,8321038
8321038,0123901
0123901,7996484
7996484,0173400
0000112,7777777
0173400,7777777
7777777,2985412
2367209,7487443
2985412,7487443
7487443,6608102
7487443,6608123
2838490,2200910
6608102,2200910
2200910,4433112
4433112,2211910
2211910,8761200
2449291,2200910
6608123,2200910
2200910,2657355
2657355,2211910
2211910,8811221
8761200,8359402
8811221,8359402
