3445641,declareInitialExpression
3667395,subLHSofExprXintoExprY
3871228,swapLHSwithRHS
4733986,declareInitialExpression
4738354,multExprXbyExprY
7952658,subtractXfromBothSides
7958085,subLHSofExprXintoExprY
8668018,declareInitialExpression
0012031,subRHSofExprXintoExprY
1039774,replaceScalarWithVector
1204921,declareInitialExpression
1204929,declareInitialExpression
1204945,subRHSofExprXintoExprY
1294844,declareInitialExpression
1294945,subRHSofExprXintoExprY
1341141,simplify
1347587,partialDiffWRT
1395335,declareInitialExpression
1923945,declareInitialExpression
2030624,dividebothsidesby
2322434,multRHSbyUnity
2394495,simplify
2422434,raiseBothSidesToPower
2449858,subRHSofExprXintoExprY
2454535,applyGradientToScalarFunction
2455452,declareInitialExpression
2464445,subRHSofExprXintoExprY
2900428,dividebothsidesby
2919311,declareInitialExpression
2930492,subRHSofExprXintoExprY
2938341,subRHSofExprXintoExprY
2939400,subRHSofExprXintoExprY
2954835,subLHSofExprXintoExprY
3294932,applyDivergence
3454353,subRHSofExprXintoExprY
3919384,dividebothsidesby
3934948,declareInitialExpression
3949482,dividebothsidesby
4059592,subRHSofExprXintoExprY
4305953,simplify
4358635,multbothsidesby
4939459,multbothsidesby
5354635,subRHSofExprXintoExprY
5858694,simplify
6756574,declareFinalExpression
9394834,LHSofExprXeqLHSofExprY
9394842,declareInitialExpression
1002928,subLHSofExprXintoExprY
2319391,differentiateWRT
3568093,declareInitialExpression
4585829,declareGuessSolution
4858282,subLHSofExprXintoExprY
4955966,differentiateWRT
4958883,simplify
5495827,declareFinalExpression
5839535,subLHSofExprXintoExprY
7419980,declareInitialExpression
8485758,declareInitialExpression
1029890,makeExpressionPower
1848471,indefIntRHSOver
2741906,multbothsidesby
4614728,factorOutXfromRHS
6462728,indefIntRHSOver
6463728,differentiateWRT
6466378,dividebothsidesby
7364656,declareInitialExpression
7466748,subRHSofExprXintoExprY
7561612,declareFinalExpression
7563728,swapLHSwithRHS
7566272,subRHSofExprXintoExprY
1928392,dividebothsidesby
2384942,declareFinalExpression
2849492,dividebothsidesby
2939404,addExprXtoExprY
2949492,swapLHSwithRHS
3848592,addExprXtoExprY
3848924,multbothsidesby
3848927,subXforY
4294921,swapLHSwithRHS
4747288,functionIsOdd
7473895,declareInitialExpression
9595949,functionIsEven
0983243,subtractXfromBothSides
1383414,declareFinalExpression
3040493,declareIdentity
3841414,dividebothsidesby
3984721,swapLHSwithRHS
5832058,expandRHS
6839583,subXforY
7563628,subtractXfromBothSides
7566277,subtractXfromBothSides
7572728,addXtoBothSides
7663728,declareInitialExpression
8374590,selectRealParts
8374625,addXtoBothSides
8492847,multExprXbyExprY
9483240,LHSofExprXeqLHSofExprY
9582956,LHSofExprXeqLHSofExprY
6822583,multbothsidesby
9103516,declareInitialExpression
0304948,declareInitialExpression
2303943,declareInitialExpression
2939482,subRHSofExprXintoExprY
3832748,subRHSofExprXintoExprY
6822583,multbothsidesby
8332941,declareInitialExpression
8345721,declareFinalExpression
8946983,subRHSofExprXintoExprY
9103516,declareInitialExpression
9483715,dividebothsidesby
9483843,subRHSofExprXintoExprY
2839422,declareFinalExpression
4842942,subtractXfromBothSides
4848592,swapLHSwithRHS
4952082,declareIdentity
8483953,indefIntegration
1010301,partialDiffWRT
1939442,subLHSofExprXintoExprY
2932848,declareInitialExpression
3737384,subLHSofExprXintoExprY
3837471,declareAssumption
3948572,declareIdentity
3948584,declareFinalExpression
4224853,takeCurlofBothSides
4655746,subLHSofExprXintoExprY
5656372,subLHSofExprXintoExprY
0030481,declareIdentity
0030488,declareIdentity
0059403,dividebothsidesby
1003049,subXforY
1293948,raiseBothSidesToPower
1384011,declareGuessSolution
1384935,subLHSofExprXintoExprY
1911919,subXforY
2029394,simplify
3329831,EvaluateDefiniteIntegral
3847567,subLHSofExprXintoExprY
3949284,expandIntegrand
4434559,normalizationCondition
4455453,subLHSofExprXintoExprY
4485722,subXforY
4757567,swapLHSwithRHS
4757743,subRHSofExprXintoExprY
4948339,subLHSofExprXintoExprY
5751725,conjugateFunctionX
5859994,multbothsidesby
7374289,claimLHSequalsRHS
7455643,expandMagnitudeToConjugate
7474753,declareFinalExpression
8373472,simplify
8485725,declareIdentity
8485747,EvaluateDefiniteIntegral
8571277,LHSofExprXeqLHSofExprY
8572265,subRHSofExprXintoExprY
8572771,boundaryCondition
8572778,boundaryCondition
8575627,ExprXisTrueUnderconditionExprY
8575717,declareIdentity
8575761,subRHSofExprXintoExprY
8576571,simplify
8576627,declareInitialExpression
8576741,subRHSofExprXintoExprY
9114413,dividebothsidesby
9394948,simplify
9686782,LHSofExprXeqLHSofExprY
2200910,subtractXfromBothSides
2211910,simplify
2500423,addXtoBothSides
5829110,subtractXfromBothSides
7487443,raiseBothSidesToPower
7777777,LHSofExprXeqLHSofExprY
7996484,simplify
8321038,subXforY
8359402,declareFinalExpression
8492932,dividebothsidesby
8494551,declareInitialExpression
1294984,declareAssumption
2394942,distributeConjugateTransposeToFactors
2485909,subRHSofExprXintoExprY
2490098,subRHSofExprXintoExprY
2939493,declareFinalExpression
3403595,declareInitialExpression
9538385,conjugateTransposeBothSides
0049384,simplify
0987890,LHSofExprXeqLHSofExprY
0988873,combineLikeTerms
1301442,applyOperatorToBra
2304934,simplify
2384852,declareFinalExpression
2455366,declareInitialExpression
3848591,applyOperatorToKet
4838499,subtractXfromBothSides
1393411,ReplaceSummationNotationWithVectorNotation
2339482,ReplaceCurlWithLeviCevitaSummationContravariant
2930454,subRHSofExprXintoExprY
3838233,simplify
3848292,simplify
3948552,ReplaceCurlWithLeviCevitaSummationContravariant
3948572,declareIdentity
3949211,claimLHSequalsRHS
4295822,declareIdentity
2004989,declareIdentity
2349059,simplify
2390498,simplify
3848494,simplify
4948384,simplify
4948955,claimLHSequalsRHS
