1204921,2934848
2919311,0921465
1294844,2949002
9394842,1203491
3934948,3499522
2940021,3949482
0921465,3949482
3949482,2939402
2939402,1294945
3499522,1294945
1294945,2949821
2949002,2930492
2949821,2930492
2930492,3741728
3949921,3919384
3741728,3919384
3919384,4499582
1209482,2900428
2934848,2900428
2900428,1039485
1039485,1204945
1203491,1204945
1204945,2901049
2949002,2939400
2901049,2939400
2939400,1039013
1304952,2030624
1039013,2030624
2030624,4948325
4948325,1039774
1039774,2948487
1923945,3940505
2948487,2938341
3940505,2938341
2938341,2100421
4499582,0012031
2100421,0012031
0012031,1291313
1291313,1341141
1341141,1305534
1204929,1039948
1395335,1353583
2239424,2422434
1039948,2422434
2422434,1432042
2342425,2322434
1353583,2322434
2322434,2326309
1432042,2449858
2326309,2449858
2449858,3576787
6544644,1347587
1305534,1347587
1347587,2364546
1305534,2464445
2364546,2464445
2464445,5345567
3576787,3454353
5345567,3454353
3454353,2495835
2436656,4358635
2495835,4358635
4358635,3429538
1305534,2454535
2454535,5577584
5577584,5858694
5858694,3454565
3454565,5354635
1305534,5354635
5354635,5535257
5535257,3294932
3294932,4938589
4938589,2394495
2394495,1495034
5535257,4059592
1495034,4059592
4059592,1049553
1049553,4305953
4305953,4959593
5938585,4939459
4959593,4939459
4939459,4349493
4349493,9394834
3429538,9394834
9394834,1304924
2455452,2344324
2344324,2954835
1304924,2954835
2954835,2456546
2456546,6756574
